#CODE;I love me some nice silky silk;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
silkroad.444.desc;An old scholar is here in [VIET_sogdian_fair_location.GetName] at the fair. He offers to sell me some old books and scrolls. Browsing through them, they appear to be written in a variation of the ancient Indian script. It could be of use, as the scholar says these hold many great wisdoms;;;;;;;;;;;x
silkroad.444.a;Im sure some of my scholars will be able to decipher its contents.;;;;;;;;;;;;;x
silkroad.444.b;Oh wait, I recognize the language. I think I want to study these, yes...;;;;;;;;;;;;;x
silkroad.444.c;Why would I want these useless pieces of paper?;;;;;;;;;;;;;x
silkroad.445.desc;Ostrich eggs! Ostrich eggs! Ostrich eggs from ostriches in Arabia! Best Ostrich eggs at the [VIET_sogdian_fair_location.GetName] fair! Get your Ostrich eggs here! Ostrich eggs!;;;;;;;;;;;x
silkroad.445.a;Oooh! Ostrich eggs! I want to try some!;;;;;;;;;;;;;x
silkroad.445.b;I didnt come to the fair for some stupid fad of a food.;;;;;;;;;;;;;x
silkroad.446.desc;A horse merchant is here at the fair, claiming to breed horses in the wild areas of the Fergana valley. He claims, rather boldly, that the horses of Ferghana such as those he sells are always of wonderful quality because these breeds are from the strain of a supernatural stallion, a gift from the heavens.;;;;;;;;;;;x
silkroad.446.a;Im interested in that horse over there, yes, that one.;;;;;;;;;;;;;x
silkroad.446.b;A likely tale! Ha! Ive heard better.;;;;;;;;;;;;;x
silkroad.447.desc;At the fair Ive met a number of Sogdian merchants. One of them in seems to have made a fortune on the trade routes connecting to the city of Turfan, nicknamed Chinese Town by the Sogdians due to its large Chinese presence. He claims the brothels there are some of the best in the world, its beautiful courtesans having pleasured travelers and merchants for centuries!;;;;;;;;;;;x
silkroad.447.a;Id like to visit there someday!;;;;;;;;;;;;;x
silkroad.447.b;Well thats interesting;;;;;;;;;;;;;x
silkroad.447.c;Excuse me, would you mind not talking about such lewd things?;;;;;;;;;;;;;x
silkroad.448.desc;Talking with some of the merchants who have traveled from far-away lands to our fair has proven to be quite fascinating. Many of these men have seen so many in these travels, and sometimes I wonder if Ill ever get to see the massive Buddha statues of Bamiyan, the Cave of a Thousand Buddhas in Mogao, the Great Wall of China, or the highest peaks of the Himalayas.;;;;;;;;;;;x
silkroad.448.a;Maybe someday?;;;;;;;;;;;;;x
silkroad.449.desc;One merchant here at the fair is selling a wide variety of precious items from China, particularly jade.;;;;;;;;;;;x
silkroad.449.a;I want this jade amulet here;;;;;;;;;;;;;x
silkroad.449.b;Jade is overrated.;;;;;;;;;;;;;x
silkroad.450.desc;A merchant has come here all the way from Khotan, bringing with him luxurious jade and silk manufactured in that city - the Khotanese are in fact one of the few peoples outside of China who can make these products on such a large scale. Nevertheless, due to the precious nature of these items, I better hurry before they're sold out at this fair.;;;;;;;;;;;x
silkroad.450.a;Some jade, please!;;;;;;;;;;;;;x
silkroad.450.b;I'll take that silk.;;;;;;;;;;;;;x
silkroad.450.c;Why not both, jade and silk?;;;;;;;;;;;;;x
silkroad.450.d;Ha! Second-rate imitations of the real, quality Chinese products!;;;;;;;;;;;;;x
silkroad.451.desc;There is a merchant here at the fair in [VIET_sogdian_fair_location.GetName] who trades in precious jewels and stones. Perhaps I should buy some, and commission a local jeweler to make me something lovely? Currently, the following gems are still on sale: lapis lazuli from Afghanistan, diamonds from the heart of India, turquoise all the way from China, and amber from the cold forests of the north.;;;;;;;;;;;x
silkroad.451.a;Lapis Lazuli;;;;;;;;;;;;;x
silkroad.451.b;Diamonds;;;;;;;;;;;;;x
silkroad.451.c;Turquoise;;;;;;;;;;;;;x
silkroad.451.d;Amber;;;;;;;;;;;;;x
silkroad.452.desc;At the fair, a merchant is offering to sell me some beautifully carved ivory, made from the tusks of Indian elephants, for a rather low price.;;;;;;;;;;;x
silkroad.452.a;Sure! Ill buy it.;;;;;;;;;;;;;x
silkroad.452.b;No, not interested.;;;;;;;;;;;;;x
silkroad.452.c;How cruel it is to extract this mercilessly from the elephants!;;;;;;;;;;;;;x
silkroad.453.desc;There are some Persian rugs on sale at this fair. Im considering buying some to decorate my palace.;;;;;;;;;;;x
silkroad.453.a;Should be worth it, yes.;;;;;;;;;;;;;x
silkroad.453.b;Hmm on second thought, I dont need it.;;;;;;;;;;;;;x
silkroad.454.desc;MANGOES ALL THE WAY FROM MULTAN! GET YOUR MANGOES HERE! FRESH, JUICY MANGOES!;;;;;;;;;;;x
silkroad.454.a;Mmm! Sounds good.;;;;;;;;;;;;;x
silkroad.454.b;No thanks.;;;;;;;;;;;;;x
silkroad.455.desc;One merchant at this fair has a fine selection of spices from all across the world - India, China, Africa, Persia, and elsewhere. I see pepper, saffron, cumin, tumeric, cloves, and more. I must buy some of these, so my cook can use them!;;;;;;;;;;;x
silkroad.455.a;Lets see which ones would I like;;;;;;;;;;;;;x
silkroad.455.b;But, then again, I dont need a lot of this.;;;;;;;;;;;;;x
silkroad.456.desc;At the fair in [VIET_sogdian_fair_location.GetName], you come across a few Zoroastrians preparing a large statue to be used in one of the upcoming events.;;;;;;;;;;;x
silkroad.456.a;Admire their work;;;;;;;;;;;;;x
silkroad.456.b;Idol! False idols!;;;;;;;;;;;;;x
silkroad.456.c;It doesnt look that interesting;;;;;;;;;;;;;x
silkroad.457.desc;Oh, what a poor fool [FROM.GetFirstName] was! [From.GetSheHe] bought a defective product at the Tirmah Fair without realizing at first, and how [From.GetSheHe] regrets it.;;;;;;;;;;;x
silkroad.457.a;What a pity.;;;;;;;;;;;;;x
